class,text
negative,"Going to the original composite photo, I think it would have worked better if they had made a 2D array of the undistorted photos rather than squeezing them horizontally for the article. The images, or at least some of them, would have still looked 'vase-like'."
negative,"@SkittlesUSAMarket adjustments to home prices is fine and works for just about every commodity out there. Complete crashing, like what we've seen in Detroit, is not a good thing and I don't mind the government working to make that not happen. I know two people who foolishly got adjustable rate mortgages and now can't afford them at their higher rates. Numbers would obviously have to be run, but to me it makes more sense to readjust these people's mortgages to fixed rate than to have people, who could pay a lower fixed rate, default on their loans. For those who simply bit off more than they could chew (e.g. making $50K a year, yet got a $500K loan), let them sink or swim on their own."
negative,"FL is stupid, why the fuck do we live here!!!???"
negative,"Reality comes crashing home sooner than you think.  in 2 months this will have a new story - For now, still laid off, and desperately need work 10 levels below my last paygrade, please please please get me a job with Mcdonalds etc.that story however won't make news."
negative,"oh man, that's bad."
negative,"and wTF is thet 150lbs go to do without at least a 5GW power source?its not like you can shove a fusion reactor up his ass."
negative,"Whether you like file sharing or not, this is the begining of full internet regulation.On Internet 2, you don't have a website, the ISPs let you rent a page on theirs, as long as you behave."
negative,"Ridiculous review! While reviewer acknowledges the worst parts (namely kids being blinded and maimed and then forced to beg) it then connects the movie to some obscure social issue of the moment in Indian society. I know that street kid cannot win a millionaire game show, just like I know that Forest Gump cannot be a successful athlete, businessman and a war hero. It's just a movie for god's sake"
negative,"Unfortunately the ego of us Indians is bigger than our desire to fix our s@#t. This hoopla by some Indians is because they don't want their dirty laundry displayed in public. I've driven through these slums in Mumbai and I can assure you they are incredibly miserable enough to make a grown man cry. There is nothing desirable, artsy, cultural, or eclectic about them./Indian"
negative,"If the news industry receives a bailout and is beholden to the government, then it isn't a news anymore. The power of the purse concept it exactly why the founding fathers did not allow government to tax newspapers. If they cannot adapt, they have to die. I don't want them too, but this country has to stop practicing reverse Darwinism — the practice of sparing the weak by killing the strong."
negative,"You're giving away my rib recipe!"
negative,"Now is the best time to get this bill through ... Cali struggling with the $$$"
negative,"I think the address range of IPv4 is the least of our problems. That can be solved by moving to IPv6.The bigger problem is going to be Domain Name Lookup (DNS) and having a human readable name for all those addresses. Already the word-like combinations for domains are pretty much exhausted and strange words appear (eg. Digg.com).Assume every device has a unique IPv6 address on the internet. How are you going to remember the address of your home computer for example. It will be something like 2df8:3ebc:7c6a:b82c:6eb3:276d:75a4:3d2c when most people are lucky to remember their home phone number. MyPC.StreetAddress.MyTown.Com would be memorable and unique, but who wants to give away that information on the net.DNS is global, so lookups based on 'unique' factors like your name won't work. There's most likely a thousand other who shares the same name as you. The Internet is going to need a better directory service!"
negative,"'Hey! You big meanie!!'"
negative,"I haven't read the f'ing article but that's probably why it was raffled instead of sold. Oh the taxes are going to kill them. And in Maine if you own a home for less than two years and sell it, the state takes a hefty sum in taxes."
negative,"I see what you did there ... unfortunately."
negative,"Credit card companies need to get away from the static number system and either implement a electronic hardware one time password system or a non electronic passwindow one time password system. It undermines the biggest payment method funding the net."
negative,"Actually I do have an obscure association with television: Where in the World is Carmen Sandiego? Just not in Bollywood or sadly Hollywood..."
negative,"it was for a second, now it's gone again .... noooooo!"
negative,"Vegas sucks. All the strippers have kids and are on meth. Jobs dont pay shit. Its hot as hell. Nothing to do except gamble, catch STDs from the strippers who live next door or go boating on Lake Mead which is about to dry up. Seriously, I moved to Vegas a few years back because of the lower cost of living. I moved in December and had to move back to Los Angeles by June. Think about that,Vegas was so crazy, the people so fucked up that I had to move to LOS ANGELES to be around normal people again!Vegas is nothing but a pipe dream. She will always leave you broke and wanting to go back to where you came from."
negative,"woh, I bet he had some seriously bad cases of the munchies."
negative,"Buried for Silverlight MVC patterns website on the 1st tab."
negative,"Yessss!!!"
negative,"Canada needs an apostrophe tax"
negative,"@farfromperfectx: No, WebKit is a browser too. It has its own executable."
negative,"The forehead isn't big enough"
negative,"Now we just need some freakin lasers on our heads!"
negative,"I'm waiting on the Chinese Hybrid. It comes with a little red book manual in the glove box and a dead dissident in the trunk. But hey, it will get 100mpg so we will forget about the minor annoyances."
negative,"@Rafikichi The dollar is not in the equation. I realize that dollars/pounds/yen are just pieces of paper whose values can be bubbles or (like the American dollar probably soon will) rapidly devalue.Gold/silver are like currency in many ways though. They do have the advantage that, since it is difficult to print gold the market isn't likely to get flooded with gold - but many minerals and stones share this characteristic.What makes gold so special? It's all in our heads - just like every other bubble. Land is even more difficult to print than gold. It grows more scarce with increases in population. Houses often come with land and represent a significant amount of labor. If one owns a home with a value of 'x' they will enjoy far more benifits than a person who owns a sum of gold with an equal value. The housing bubble was dumb but not as dumb as the gold bubble. I'm not saying buying gold is necessarily stupid - you can get very rich off of bubbles as many did with housing - just be aware that they pop.Also wealth is destroyed. Depreciation, vandalism, consumption (eg. food), and reduction in number of services provided all destroy wealth. I believe what you are getting at is that wealth doesn't instantly evaporate unless ICBMs are launched. It is important to be aware that these factors do erase wealth because as a recession or depression wears on they will force some gold owners to cash in their investment to replace other assets. This will cause gold to start consistently losing value. This will cause a loss of confidence in the bubble - then it will pop."
negative,"Burried: Inaccurate"
negative,"That is simply impossible MWeather.Sorry to tell you this, but that shit you so love to buy will disappear after legalization... You will be stuck buying the high quality weed, cheaper than the high quality costs now. Oh what a shame. =PGood luck finding any dealers willing to compete with legal business by selling shit.Just grow your own if you don't like the tax. You DO have that option."
negative,"Where are you from? I'm just trying to get an idea of what states are for and against hybrids. Also, you seem to have completely missed the point of hybrids all together"
negative,"3 words'This is bollocks'."
negative,"That is what happens if they do too much i386 ASM and Windows hacks in fact."
negative,"This was not awkward in the least bit. For those diggers that are obviously confused:The only part that was awkward FOR ME was watching McCain bumble his way through that long winded question. Good freakin lord, it's like getting stuck talking to a Walmart greeter! That said, I'd be like that too if I knew I were being recorded o_0"
negative,"Are you twelve? I doubt you even HAVE a cell phone, judging by your sentence structure and facepalm-inducing comments about Verizon."
negative,"i was for sure someone in the KKK would have done something, i'm not racist, im just not that crazy but im working on it."
negative,"how about we begin the war on the police. Cannot win but we lose all of the wars anyway. America looses all of the wars it starts. Damn the police suck!!!!"
negative,"They banned it due to the presence of the imaginary global liberation front conducting terrorist activities in china."
negative,"It sounds like in Ms Krause's case they won't make any money. Maybe they thought it would be a big bust and worth the money. I dunno.In a drug bust, the property of the one busted, or unclaimed property found at the site, or even the land itself, can be forfeit. It depends on a million things, but the basics are if there's a criminal conviction in drugs, then it opens up the money game. This may only be with felonies, which may go toward Ms. Krause's words about the sheriff expecting 500 plants instead of her 24.Anyway, assuming many things:* Bust somebody and later there's a conviction* The county then sues the (new) felon in civil court using the criminal conviction as evidence* Based on that evidence, the county gets the land, the car found there, etc.It's very big money. While drug cases have special provisions to make it easier for the government to get the goods, it can also apply to other crimes. Such as if somebody robs a bank, the county can sue to get the car that was used in the crime. Otherwise, the car would (should) be returned after the case is over, even if the person is convicted.For drug cases, many times law enforcement is able to find a boatload of cash. Not for Ms Krause's 24 plants, but if they find a briefcase full of money, the county sues, gets the cash, and then they buy more ambulances, firetrucks, police cars, oak desks for the city counsel, etc."
negative,"Yes, it's even funnier when you completely misinterpret it. Do you honestly think what you said is the truth? The content is copywritten, not the format the content is stored in.If I own the copyright to 'X' which by default comes in format 'A' and you take 'X' and distribute in formats 'B', 'C' and 'D' I still own the copyright.Your misguided interpretation would essentially mean all copyright law can be removed simply by continually changing the packaging, which it can not.Whats really funny is the two other idiots who dugg you up thinking you know what your talking about.//IANAL , BIDGTLS"
negative,"You can have them back but we converted them to buries. You may have accrued interest."
negative,"This is irresponsible. People suffer from SERIOUS PSYCHOLOGICAL ILLNESSES and you're telling them to take some bullshit herbs? When this doesn't work and they kill themselves I'm sure the author will feel great about themselves. I'm sure it's fun to be apart of the whole new age movement, but ignoring real problems so that you can avoid those evil pills and that evil therapy for people who have REAL MENTAL CONDITIONS so that you're nonconformist is wrong. There's a difference between feeling blue and unipolar depression."
negative,"I'll believe it when I see it. And no fair if you move them to another country, or change the name of the country, or any other bull."
negative,"how do they go the other way? cant zipline uphill.unless youre on some pure colombiano whiteness"
negative,"Slumdog millionaire soundtrack is the most bought out album of 2009 with no competition. They all sound like same romance and rich."
negative,"LOL at the Obama supporters who are now justifying war because they can repeat the mantra that it's ok to increase the fighting in Afghanistan because that's who attacked us.  Sheesh...  you're being played people. War is profit. You just elected someone who will keep the war machine running."
negative,"I don't believe in politics"
negative,"Steve jobs will eat your soul with his goatee."
negative,"Congratulations. That's the most stupid thing I've heard all day"
negative,"Why would you want to compile a program on a phone? The developer cross-compiles it on his computer and distributes a binary. Since it will be an uniform software platform, there will be no need to compile locally in any way. This has worked for ages on CE devices such as the GP2x, Nokia 770/N800/N810, Pandora, Android, LiMo phones, etc.Just because you can compile if you want doesn't mean you have to. Case in point: you CAN compile Firefox on your Windows PC. How many people actually do that?"
negative,"That's already pretty clear. If you're a membership of the GOP leadership, then what's important is promoting the 'right' ideology, not trying to keep Americans from starving to death."
negative,"Ahh but their argument is that it didn't. You should have went out and bought all their overpriced commercial bullshit too. Why don't you own the DVD, the posters, the special features, the toys, the socks, the soundtrack? They just need to accept that nobody wants that crap anymore. They are pitching a product nobodies interested in, that's why they are losing money."
negative,"Hey, that shit isn't music!"
negative,"lolwatdammit steger beat me to it"
negative,"Yeah, just like a socialist to decide what their employees can do with government property."
negative,"Why wait all this time? I bet if it wasn't for the internet he would not have help these kids. He makes 70Million pounds and only spends 20grand each. This makes him a scumbag because it had to take a public outcry for him to do anything. Sad person. And hes using them by making it public that hes helping them."
negative,"No, Americans didn't you fucktard. Ford applied the assembly line to the car and mass-produced it. Karl Benz invented it YEARS before Ford even touched a damn car."
negative,"'try and find aggressive file-sharers that are uploading gross quantities of copyrighted material,...'...'Be careful. There is a large quantity of copyrighted works that are shared legally.It isn't status of the work, but permissions that matter."
negative,"I think I just blue myself over this."
negative,"Qwest was the only company to say 'fuck off' to the illegal wiretapping of Americans. Gee wonder why he was pursued."
negative,"I see you are practicing the most well practiced freedom in America: the freedom to do nothing and bitch."
negative,"Obama has nothing to do with this. Just like Bush had nothing to do with it."
negative,"I've waited long enough. I'm buying a fucking SHAM WOW RIGHT NOW."
negative,"I did not realize that your dumb, terrible sense of humor was shared by everyone! Guess I was just laughing at the show because it's trendy!"
negative,">-- Jealous."
negative,"If you've spent more than 5 seconds on Xbox live you know that it's a cross between 4chan and a neo-nazi site. Who gives a shit what those clowns think.More than likely the only reason she was banned was because Microsoft tends to blindly ban people who get 5+ complaints against them for anything... hell they could say she was cheating and get her banned... not like they'd check..."
negative,"they should ban themselves, because xbox is gay"
negative,"Rush certainly didn't start the Messiuh stuff. Obama's supporter did in the way they treat him and it perpetuates to this day."
negative,"I'd hardly call $360,000 'cheap.'"
negative,"I feel bad for the poor saps that work in the malls and shops that have to put up with that B.S."
negative,"AGREED!These Libtards think that because Bush got his Bailout (which i was against) then Obama gets one too!Its like a fat kid crying for ice cream because the other fat kid got some.but its unhealthy for both of them!!!Kindergarten LOGIC!"
negative,"That's some mighty good detective work! Somebody get NicoNicoNico a gold star. UPDATE: You are an idiot. Thanks dick."
negative,"threesome ?bestiality ?redeye ?straps/harness ?cute fuzzy pets ?diversity ?rugburn ?voyeur in background ?"
negative,"It was at the AGM. Considering they are already being investigated about potentially not disclosing enough information, I doubt they would lie at the AGM."
negative,"Sorry, but this is just fucking wrong! Whether I hate or love Microsoft, this is just not on, and I would say the same if it was Nintendo, Sony or even God (although tbh, God probs thinks lesbians aren't though lol)"
negative,"See fungie5's response for some of the reason they don't do this. Basically the shuttle parachute works because it only has to safely slow the plane from a pretty slow speed that is just above the minimum speed the shuttle can 'fly' at. It only has to work in one orientation to the horizon (horizontal nose forward). And the shuttle frame is built like a mac truck compared to an airplane that is built like a bird. There is only one place the frame of an airplane could possibly withstand the forces generated by a parachute deployment, and that is at the root of the wings on the spar. Not an ideal placement for a parachute."
negative,"It's one thing to copy minor or common features not available for Macintosh browsers. I'm fine with that.The problem is when Apple rips off a feature and pretends they are the ones who thought of it in the first place. On the feature list, they claim they are the first browser to pass Acid3 compliance. No, they are using the Webkit engine which passed on the same day that Opera's engine passed as well. They say they are the first browser able to integrate with RSS feeds. Actually, Opera and Firefox both have been utilizing RSS technology long before Safari implemented that feature.Those are only several examples of their hubris but there's about a dozen more of these white lies spread throughout their marketing. I'm ok with feature copying as a form of flattery, but Apple has a bad habit of misrepresenting the facts to make it look like they were the innnovators when in actuality they are just pissing on the shoulders of giants."
negative,"Sorry about the pic, the editor didnt find an Iranian Facebook user over AFP and then choose one from Jakarta!So you may know Iranain females (who most of the hate obligatory hijab) dont wear such ugly, black hijab in public!"
negative,"How is this a witch hunt? It's not a witch hunt to investigate criminal activity we know occurred. Even Bush and Cheney have admitted to torturing prisoners. So where's the witch hunt, Republithug?"
negative,"Let six hundred thousand tonnes of flowers of sulphur bloom !"
negative,"What's your point my mid range rig wouldn't break a sweat trying to render it.4850Athlon X2 @2.54 gbVista 64"
negative,"I think my head just exploded. Karl Rove, KARL ROVE, is accusing someone else of twisting the truth to further a political agenda."
negative,"I'd like to know what is racist about having black people in africa."
negative,"Arrested Development was one of the worst shows that I have seen in the last few years. Even if the Simpsons aren't as good as they once were, they still are more fun than watching Arrested Development."
negative,"Do you even know what true racism is? how is watermelons racist, it's not it's a stereotype..there is a huge difference."
negative,"This Sheik is from the Middle-East, no? Oil is the largest export from that area, but oil is threatened by alternative fuels. I think this Sheik is condemning the use of ethanol in order to keep demand for oil, his nation's source of wealth, strong. His statement about alcohol is an excuse."
negative,"What part doesn't make sense? I do have some microbiology classes under my belt do you?Bacteria of all sorts are not good for you in certain doses. Good bacteria can run a muck and cause disease too. We call them good bacteria because they are naturally part of the fauna of our bodies and in normal numbers they contributes to our health. When their numbers are too great they cause disease. Whole milk spoils as well.Outside of the environment they are acclimatized to (adapted to) the bovine body those bacteria will likely not do as well giving room for other bacteria to grow. Many bacteria will be introduced at all levels of industrial handling and if those bacteria grow faster than the natural bovine fauna then you get dangerous whole milk. Part of the reason why pasteurization was mandated int he first place was the rampant cases of food poisoning due to bacteria introduced into the milk and which did better than the ones already in the milk.Think of yeast infections. Yeast is a natural part of the fauna of human female genitalia but when there is a sudden shift in numbers or a PH shift which kills the yeast you can get an infection of either an over abundance of natural yeast or different strains of yeast."
negative,"Fine, then stay away from us."
negative,"sorry fag, people not getting shot up takes precedent over your robocop fantasy target practice. additionally, you're a prick if you are using anything more than a single shot to take down an animal."
negative,"Fortunately for us it's not 1929 and there is no comparison. Banking is totally different, laws are different, what drives the economy is different, Stop living in the past!"
negative,"Marijuana sideswiped my car while I was getting a burrito and didn't leave a note."
negative,"I knew it... Old Country Buffet is a socialist front."
negative,"really? I still can't buy a normal one of these (not the semi-auto sport rifles they sell in any gun store I mean the real deal)hint 1986 'Machine Gun' ban"
negative,"too bad there are raids going down still.which reminds me i need to head down to the cannabis club to get my medicine right now..."
negative,"I had the same experience, I also declined a second round. Yeah it came back after a few months when it was done, less severe but it's still there. I hear so many happily ever after stories about Accutane that I sometimes wonder if I'm the only one where it was effective for a short amount of time.I'll never use that stuff again in my life, I've never felt so tired, so weird, so messed up and so sore all over my whole life."
negative,"I never thought that I would be agreeing with a psychiatrist. My personal opinion is that most of them are doctors of pseudo science."
negative,"Terrorism is complete bullshit...?"
negative,"These blast points are too accurate for sand people...wait what are we talking about?"
negative,"What the hell, they confiscated her earnings? Talk about getting fucked..."
negative,"It really is hypocrisy . The republican party , the party of large deficits , bitching &amp; whining about spending . Maybe the amount of stimulus spending is to excessive but the republicans aren't the ones to be putting down the hammer . It just looks dumb . I hate saying this but the democrats ' do nothingness ' the last eight years plus giving Bush enough rope to hang himself has given them firm control . Maybe the republicans can learn from that. Stop bitching about things you had no problem with TWO MONTHS ago !!!!! This is your penance for not standing up to the last president who is guilty of everything you supposedly oppose ."
negative,"The thing you have left out of your analysis is the criminal behavior being engaged in by hedge funds. They have worked in cahoots with the analyst firms and even financial journalists to destroy public companies for gain. Since the removal of the uptick rule in 2007, short sellers have run rampant in the market. They took down a perfectly healthy Bear Stearns in a couple of days, for example, which would have been impossible with the uptick rule in place. You may think this is a conspiracy article, but it was written by a former treasury secretary:Personally I'm getting out of the stock market completely until they reinstate this rule."
negative,"is this a trailer for the next fast and furious movie?ps. i also feel like im watchin the intro from Bobby's World"
negative,"Unfortunately, most people today would see the imagery of the shadows and think, 'I just saw that on Battlestar Galactica!' instead."
negative,"LOL...."
negative,"fuck you faggot enjoy your aids"
negative,"Notice how all of the articles about climate change facts get posted under 'Science', while the Denier crap get's posted under 'Opinion.'Pretty much says it all right there."
negative,"They should make him wear a dog colar monitor instead of an ankle monitor"
negative,"I'm seriously thinking about starting a collection and file a class action against the members in CONgress, or somebody challenging the constitutionality of the FED reserve. I figure with the amount of time and the right publicity and get people educated on the facts we can really change it."
negative,"'Congress needs to craft innovative legislation that makes health care more affordable without raising taxes or increasing the deficit. It also needs to repeal bad laws that keep health care costs higher than necessary. ' 'We should remember that HMOs did not arise because of free-market demand, but rather because of government mandates. The HMO Act of 1973 requires all but the smallest employers to offer their employees HMO coverage, and the tax code allows businesses – but not individuals – to deduct the cost of health insurance premiums. The result is the illogical coupling of employment and health insurance, which often leaves the unemployed without needed catastrophic coverage.' 'While many in Congress are happy to criticize HMOs today, the public never hears how the present system was imposed upon the American people by federal law. As usual, government intervention in the private market failed to deliver the promised benefits and caused unintended consequences, but Congress never blames itself for the problems created by bad laws. Instead, we are told more government – in the form of “universal coverage” – is the answer. But government already is involved in roughly two-thirds of all health care spending, through Medicare, Medicaid, and other programs. ' 'The following are bills Congress should pass to reduce health care costs and leave more money in the pockets of families: '"
negative,"Although it seems morally wrong to cite an injured person of am accident, both parties are at fault.It's not fair to blame the police, especially since most police departments require citations be written for injury accidents. Besides, it's not like the court won't drop those charges against him"
negative,"Hmm, dunno how this got submitted when I dugg the original story..."
negative,"FTA: 'A 15-YEAR-old schoolgirl in northeast England earned about Â£14,000 ($A30,641) over two months by working as a prostitute. ... Police officers who searched her home found more than £8000 stashed in the attic in November last year. The girl, who cannot be named because she is a minor, is thought to have netted around £1700 pounds every weekend.'This confirms my theory that pedobears are the rulers of the world and can pay any sum of money to satisfy their twisted sexual desires."
negative,"Science once again ignored by the mainstream so they can continue to collect dollars with marketing of the green business agenda."
negative,"yeah but Christianity is the only way evidently ;) *sarcasm*"
negative,"What a load of crap."
negative,"no 1929 was due (in part) to protectionism in america (is the 'buy american' clause still in the bailout??). but given a choice between being governed by corporations or being governed by a swollen interventionist state i choose the former"
negative,"Nah, then you'd find the used ones in vending machines as long as they were used by schoolgirls./s"
positive,"Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is"
positive,"@Apple will be adding more carrier support to the iPhone 4S (just announced)"
positive,"Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY"
positive,"@RIM you made it too easy for me to switch to @Apple iPhone. See ya!"
positive,"I just realized that the reason I got into twitter was ios5 thanks @apple"
positive,"I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone"
positive,"The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace"
positive,"Great up close & personal event @Apple tonight in Regent St store!"
positive,"From which companies do you experience the best customer service aside from @zappos and @apple?"
positive,"Just apply for a job at @Apple, hope they call me lol"
positive,"RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to h ..."
positive,"Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol"
positive,"RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!"
positive,"Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple"
positive,"Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!"
positive,"你好 ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps "
positive,"Come to the dark side 📱“@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.”"
positive,"@HaendelBalzora @apple #gamechanger"
positive,"Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry."
positive,"Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards"
positive,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty."
positive,"@DailyDealChat @apple Thanks!!"
positive,"iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes"
positive,"@apple..good ipad"
positive,"@apple @siri is efffing amazing!!"
positive,"Amazing new @Apple iOs 5 feature. http://t.co/jatFVfpM"
positive,"RT @TripLingo: We're one of a few Featured Education Apps on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"
positive,"We're one of a few Featured Education Apps on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"
positive,"When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered "
positive,"We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16"
positive,"&lt;3 #ios5 @apple"
positive,"RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. : ..."
positive,"I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. :) Way to go @Apple!"
positive,"@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN"
positive,"At the bus with my iPhone ;) thxx @apple"
positive,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices. I was talking about desktop app."
positive,"NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad"
positive,"@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA"
positive,"@blackberry is like the #Titanic and it seems everyone is running for the @apple #iPhone life rafts and there won't be enough for everyone!"
positive,"@bkad5161 than apologize to @apple ;)"
positive,"@Apple downloads of iOS 5 are proving popular with users -- http://t.co/NSHLfiUX"
positive,"Lmfao look at the argument I had with Siri !! @ijustine @apple http://t.co/D4VjL7SI"
positive,"Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s"
positive,"Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple"
positive,"Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now"
positive,"Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -"
positive,"you are so blessed. @apple"
positive,"#Siri now knows who my dad, mom, brother and girlfriend is. Thanks @apple"
positive,"Well at least the @apple store has amazing call waiting music! #need4s"
positive,"#sweet... #apple replaced my glass #probono. thank you @apple"
positive,"Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad"
positive,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology"
positive,"I'm loving this new IOS5 update :) @apple"
positive,"Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ..."
positive,"Time to go get my iPhone 4s. Looking forward to sticking it to the man by no longer paying for most texts. Thanks @apple."
positive,"hey @apple I hate my computer i need a #mack wanna send me a free one."
positive,"Thank you @apple. My new gf(iphone4s) is great! She does everything!"
positive,"#iCloud set up was flawless and works like a champ! To the Cloud @Apple"
positive,"@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!"
positive,"@apple loving the new IOS5 upgrade for the iPhone!"
positive,"The nice @apple tech support guy fixed my iTouch =D"
positive,"Once again getting great customer service from the @apple store at millenia mall."
positive,"Is it just me or is #iOS5 faster for the iPad? @apple"
positive,"I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek"
positive,"making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH"
positive,"So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my water-damaged Macbook Pro!!! Wow!"
positive,"New macbook is too sick @apple"
positive,"Play on ma man. Loving the camera in the #iphone4s. Well done @apple #fb http://t.co/tmdFqRe1"
positive,"So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone."
positive,"@Apple Safari Reader owns the worldwide web"
positive,"I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out"
positive,"#10twitterpeopleiwouldliketomeet @coollike @TheGadgetShow @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm (-2)"
positive,"Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp"
positive,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)"
positive,"i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone"
positive,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w"
positive,"Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple."
positive,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!"
positive,".@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear"
positive,"@iancollinsuk @apple I like what you did there...!"
positive,"I just sent my grandma a post card using my #CardsApp thanks @Apple"
positive,"Sorry @BlackBerry, I'm moving to @Apple."
positive,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to Will it blend? Glad to hear it's still alive."
positive,"Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple"
positive,"Bravo, @Apple! http://t.co/BgoTzj7K"
positive,"God Bless @YouTube, @apple for #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)"
positive,"Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)"
positive,"Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking."
positive,"One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)"
positive,"This good here iPhone will do me VERY well today. Thanks to the gods that are @apple."
positive,"RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple"
positive,"Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple"
positive,"Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone"
positive,"Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ."
positive,"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone"
positive,"@apple your simply the best."
positive,"I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's"
positive,"Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness"
positive,"S/O to @apple for replacing my phone for free"
positive,"Loving the new iPod update @apple"
positive,"@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri."
positive,"RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp"
